N,Посада,Мова програмування,Спеціалізація,Загальний досвід роботи,Досвід роботи на поточному місці,Зарплата на місяць,Зміна зарплати за 12 місяців,Місто,Розмір компанії,Тип компанії,Стать,Вік,Освіта,Університет,Ще студент,Рівень англійської,Предметна область,Дата заповнення,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
272,,,,2.0,1.7654267970401691,700,200,,,,,22,,,True,,,,,2.0,0.0,700,,,190.076542679704
273,,,,5.0,5.0,1750,0,,,,,27,,,False,,,,,5.0,5.0,1750,,,382.0
274,,,,4.0,3.0,1200,0,,,,,27,,,False,,,,,4.0,3.0,1200,,,271.5
275,,,,2.0,2.0,500,100,,,,,24,,,False,,,,,2.0,2.0,500,,,140.7
276,,,,5.0,0.25,2500,700,,,,,30,,,False,,,,,5.0,0.25,2500,,,601.65
277,,,,9.0,2.0,2500,0,,,,,31,,,False,,,,,9.0,2.0,2500,,,533.0
278,,,,5.0,2.0,2300,200,,,,,25,,,False,,,,,5.0,2.0,2300,,,511.7
279,,,,3.1646325459317586,2.0,400,40,,,,,35,,,False,,,,,10.0,2.0,400,,,117.11646325459317
280,,,,3.0,1.0,1500,700,,,,,25,,,False,,,,,3.0,1.0,1500,,,401.3
281,,,,3.0,1.7654267970401691,600,200,,,,,22,,,False,,,,,3.0,0.0,600,,,171.076542679704
282,,,,5.0,5.0,2300,0,,,,,25,,,False,,,,,5.0,5.0,2300,,,492.7
283,,,,3.0,0.5,1500,-400,,,,,34,,,False,,,,,3.0,0.5,1500,,,292.4
284,,,,1.0,1.7654267970401691,400,400,,,,,23,,,False,,,,,1.0,0.0,400,,,151.076542679704
285,,,,1.5,1.5,600,100,,,,,27,,,False,,,,,1.5,1.5,600,,,161.8
286,,,,3.0,1.0,1600,300,,,,,21,,,True,,,,,3.0,1.0,1600,,,381.6
287,,,,5.0,4.0,2850,600,,,,,29,,,False,,,,,5.0,4.0,2850,,,663.4
288,,,,2.0,1.5,1600,400,,,,,24,,,False,,,,,2.0,1.5,1600,,,391.9
289,,,,2.0,1.5,780,280,,,,,27,,,False,,,,,2.0,1.5,780,,,216.3
290,,,,1.0,0.25,950,450,,,,,33,,,False,,,,,1.0,0.25,950,,,267.55
291,,,,2.0,2.0,1150,200,,,,,24,,,False,,,,,2.0,2.0,1150,,,282.3
292,,,,1.0,2.0,575,268,,,,,26,,,False,,,,,1.0,2.0,575,,,174.2
293,,,,3.0,0.25,3000,1500,,,,,23,,,False,,,,,3.0,0.25,3000,,,782.25
294,,,,3.0,4.0,3800,800,,,,,30,,,False,,,,,3.0,4.0,3800,,,873.8
295,,,,7.0,2.0,2400,0,,,,,35,,,False,,,,,7.0,2.0,2400,,,514.8
296,,,,1.5,1.0,500,20,,,,,30,,,False,,,,,1.5,1.0,500,,,135.1
297,,,,0.5,0.5,306,70,,,,,22,,,False,,,,,0.5,0.5,306,,,100.3
298,,,,4.0,1.5,2500,0,,,,,27,,,False,,,,,4.0,1.5,2500,,,533.6
299,,,,4.0,2.0,620,0,,,,,25,,,False,,,,,4.0,2.0,620,,,157.6
300,,,,1.0,1.0,400,0,,,,,28,,,False,,,,,1.0,1.0,400,,,113.2
301,,,,1.5,1.7654267970401691,300,100,,,,,21,,,True,,,,,1.5,0.0,300,,,102.77654267970402
302,,,,3.1646325459317586,1.7654267970401691,400,0,,,,,21,,,False,,,,,0.0,0.0,400,,,112.79300593429718
303,,,,3.1646325459317586,0.5,3500,-300,,,,,30,,,False,,,,,10.0,0.5,3500,,,704.7164632545931
304,,,,9.0,4.0,2450,100,,,,,27,,,False,,,,,9.0,4.0,2450,,,535.7
305,,,,3.1646325459317586,1.0,700,100,,,,,25,,,False,,,,,0.0,1.0,700,,,183.51646325459316
306,,,,3.1646325459317586,3.0,2000,250,,,,,41,,,False,,,,,10.0,3.0,2000,,,461.61646325459316
307,,,,5.0,0.5,2350,350,,,,,26,,,False,,,,,5.0,0.5,2350,,,539.4
308,,,,1.5,0.5,800,500,,,,,26,,,False,,,,,1.5,0.5,800,,,243.8
309,,,,3.1646325459317586,1.7654267970401691,4600,0,,,,,43,,,False,,,,,10.0,10.0,4600,,,957.6930059342973
310,,,,2.0,1.0,500,360,,,,,26,,,False,,,,,2.0,1.0,500,,,170.2
311,,,,5.0,2.0,1700,200,,,,,25,,,False,,,,,5.0,2.0,1700,,,395.0
312,,,,3.1646325459317586,0.5,2600,1400,,,,,42,,,False,,,,,10.0,0.5,2600,,,696.8164632545931
313,,,,2.0,2.0,800,400,,,,,24,,,False,,,,,2.0,2.0,800,,,234.5
314,,,,4.0,2.0,1645,45,,,,,28,,,False,,,,,4.0,2.0,1645,,,368.9
315,,,,2.0,1.7654267970401691,1100,500,,,,,25,,,False,,,,,2.0,0.0,1100,,,304.576542679704
316,,,,3.0,1.0,735,135,,,,,24,,,False,,,,,3.0,1.0,735,,,195.3
317,,,,3.1646325459317586,4.0,1000,0,,,,,39,,,False,,,,,10.0,4.0,1000,,,237.71646325459315
318,,,,6.0,0.5,2200,0,,,,,27,,,False,,,,,6.0,0.5,2200,,,475.8
319,,,,1.5,1.7654267970401691,1120,620,,,,,21,,,True,,,,,1.5,0.0,1120,,,320.576542679704
320,,,,3.0,1.7654267970401691,2000,0,,,,,22,,,False,,,,,3.0,0.0,2000,,,434.97654267970404
321,,,,3.0,3.0,1200,800,,,,,28,,,False,,,,,3.0,3.0,1200,,,356.1
322,,,,3.0,2.0,1050,150,,,,,23,,,False,,,,,3.0,2.0,1050,,,260.5
323,,,,1.5,1.5,1500,500,,,,,23,,,False,,,,,1.5,1.5,1500,,,385.2
324,,,,2.0,1.0,1200,400,,,,,23,,,True,,,,,2.0,1.0,1200,,,315.4
325,,,,2.0,1.5,1500,500,,,,,25,,,False,,,,,2.0,1.5,1500,,,385.7
326,,,,5.0,1.0,1550,150,,,,,26,,,False,,,,,5.0,1.0,1550,,,361.4
327,,,,3.0,3.0,2300,0,,,,,28,,,False,,,,,3.0,3.0,2300,,,496.7
328,,,,6.0,6.0,700,0,,,,,30,,,False,,,,,6.0,6.0,700,,,178.2
329,,,,0.5,0.5,350,150,,,,,20,,,True,,,,,0.5,0.5,350,,,120.2
330,,,,3.1646325459317586,2.0,5200,400,,,,,41,,,False,,,,,10.0,2.0,5200,,,1118.8164632545931
331,,,,3.0,0.5,2200,500,,,,,25,,,False,,,,,3.0,0.5,2200,,,526.3
332,,,,2.0,2.0,2600,1300,,,,,21,,,True,,,,,2.0,2.0,2600,,,686.2
333,,,,1.0,1.0,600,300,,,,,19,,,True,,,,,1.0,1.0,600,,,185.7
334,,,,4.0,0.25,2200,1200,,,,,27,,,False,,,,,4.0,0.25,2200,,,596.95
335,,,,2.0,0.5,1700,100,,,,,24,,,False,,,,,2.0,0.5,1700,,,386.4
336,,,,3.1646325459317586,6.0,1300,0,,,,,34,,,False,,,,,10.0,6.0,1300,,,299.51646325459313
337,,,,6.0,1.5,2200,400,,,,,28,,,False,,,,,6.0,1.5,2200,,,518.0
338,,,,3.0,0.5,3000,300,,,,,26,,,False,,,,,3.0,0.5,3000,,,667.1
339,,,,6.0,1.0,2375,0,,,,,29,,,False,,,,,6.0,1.0,2375,,,513.2
340,,,,5.0,5.0,2500,300,,,,,25,,,False,,,,,5.0,5.0,2500,,,568.5
341,,,,1.0,1.0,577,200,,,,,27,,,False,,,,,1.0,1.0,577,,,172.6
342,,,,3.1646325459317586,1.7654267970401691,600,0,,,,,40,,,False,,,,,10.0,10.0,600,,,160.6930059342972
343,,,,9.0,9.0,2700,0,,,,,31,,,False,,,,,9.0,9.0,2700,,,581.0
344,,,,7.0,1.0,1200,0,,,,,28,,,False,,,,,7.0,1.0,1200,,,278.8
345,,,,5.0,1.7654267970401691,380,0,,,,,28,,,False,,,,,5.0,0.0,380,,,114.47654267970401
346,,,,6.0,0.5,2900,200,,,,,31,,,False,,,,,6.0,0.5,2900,,,639.0
347,,,,1.0,1.0,800,500,,,,,23,,,False,,,,,1.0,1.0,800,,,247.4
348,,,,3.1646325459317586,1.7654267970401691,200,0,,,,,22,,,True,,,,,0.0,0.0,200,,,77.59300593429718
349,,,,2.0,2.0,1250,450,,,,,22,,,True,,,,,2.0,2.0,1250,,,333.0
350,,,,4.0,1.0,2000,700,,,,,26,,,False,,,,,4.0,1.0,2000,,,508.6
351,,,,5.0,1.0,4000,100,,,,,30,,,False,,,,,5.0,1.0,4000,,,849.3
352,,,,4.0,1.0,2000,0,,,,,25,,,False,,,,,4.0,1.0,2000,,,438.7
353,,,,4.0,2.0,1600,40,,,,,25,,,False,,,,,4.0,2.0,1600,,,363.0
354,,,,9.0,3.0,4000,0,,,,,35,,,False,,,,,9.0,3.0,4000,,,841.3
355,,,,2.0,2.0,700,100,,,,,31,,,False,,,,,2.0,2.0,700,,,189.4
356,,,,1.5,1.5,500,440,,,,,24,,,False,,,,,1.5,1.5,500,,,182.6
357,,,,1.0,1.0,490,190,,,,,31,,,False,,,,,1.0,1.0,490,,,156.2
358,,,,2.0,1.0,1400,400,,,,,24,,,False,,,,,2.0,1.0,1400,,,358.8
359,,,,3.1646325459317586,1.0,2000,0,,,,,35,,,False,,,,,10.0,1.0,2000,,,440.91646325459317
360,,,,5.0,2.0,800,150,,,,,28,,,False,,,,,5.0,2.0,800,,,215.2
361,,,,1.5,1.5,500,100,,,,,23,,,True,,,,,1.5,1.5,500,,,149.1
362,,,,9.0,2.0,2700,0,,,,,30,,,False,,,,,9.0,2.0,2700,,,581.4
363,,,,4.0,2.0,3800,1000,,,,,27,,,False,,,,,4.0,2.0,3800,,,900.2
364,,,,1.5,0.25,1200,800,,,,,30,,,False,,,,,1.5,0.25,1200,,,359.75
365,,,,2.0,2.0,450,100,,,,,24,,,False,,,,,2.0,2.0,450,,,139.7
366,,,,3.0,0.25,2000,400,,,,,23,,,False,,,,,3.0,0.25,2000,,,479.55
367,,,,4.0,2.0,3500,250,,,,,29,,,False,,,,,4.0,2.0,3500,,,765.8
368,,,,6.0,1.5,750,200,,,,,31,,,False,,,,,6.0,1.5,750,,,211.4
369,,,,3.0,1.5,3300,800,,,,,35,,,False,,,,,3.0,1.5,3300,,,781.3
370,,,,3.0,0.25,1700,700,,,,,22,,,False,,,,,3.0,0.25,1700,,,449.85
371,,,,6.0,3.0,6700,1500,,,,,28,,,False,,,,,6.0,3.0,6700,,,1531.7
372,,,,0.5,0.5,500,0,,,,,27,,,False,,,,,0.5,0.5,500,,,140.1
373,,,,3.1646325459317586,1.7654267970401691,300,0,,,,,25,,,False,,,,,0.0,0.0,300,,,100.29300593429718
374,,,,7.0,0.5,3100,1000,,,,,30,,,False,,,,,7.0,0.5,3100,,,761.9
375,,,,3.1646325459317586,1.7654267970401691,300,0,,,,,32,,,False,,,,,0.0,0.0,300,,,101.19300593429719
376,,,,3.0,3.0,900,100,,,,,24,,,False,,,,,3.0,3.0,900,,,231.2
377,,,,4.0,2.0,1500,400,,,,,29,,,False,,,,,4.0,2.0,1500,,,381.8
378,,,,3.1646325459317586,9.0,2500,0,,,,,45,,,False,,,,,10.0,9.0,2500,,,545.4164632545932
379,,,,4.0,4.0,780,0,,,,,26,,,False,,,,,4.0,4.0,780,,,198.1
380,,,,7.0,5.0,5000,0,,,,,27,,,False,,,,,7.0,5.0,5000,,,1043.1
381,,,,6.0,0.25,2800,500,,,,,26,,,False,,,,,6.0,0.25,2800,,,651.95
382,,,,3.1646325459317586,1.5,3700,200,,,,,34,,,False,,,,,10.0,1.5,3700,,,803.2164632545931
383,,,,5.0,3.0,3700,500,,,,,27,,,False,,,,,5.0,3.0,3700,,,832.6
384,,,,2.0,2.0,1250,300,,,,,33,,,False,,,,,2.0,2.0,1250,,,322.5
385,,,,3.0,3.0,1000,400,,,,,37,,,False,,,,,3.0,3.0,1000,,,283.4
386,,,,0.5,0.5,377,377,,,,,21,,,True,,,,,0.5,0.5,377,,,154.1
387,,,,7.0,2.0,3500,0,,,,,30,,,False,,,,,7.0,2.0,3500,,,743.5
388,,,,4.0,1.5,1200,0,,,,,26,,,False,,,,,4.0,1.5,1200,,,282.5
389,,,,6.0,1.7654267970401691,2500,1000,,,,,24,,,False,,,,,6.0,0.0,2500,,,642.676542679704
390,,,,1.5,1.0,350,0,,,,,26,,,False,,,,,1.5,1.0,350,,,112.1
391,,,,5.0,1.0,4355,1163,,,,,25,,,False,,,,,5.0,1.0,4355,,,1030.1
392,,,,4.0,0.5,1700,200,,,,,28,,,False,,,,,4.0,0.5,1700,,,402.9
393,,,,6.0,1.0,2600,100,,,,,30,,,False,,,,,6.0,1.0,2600,,,573.7
394,,,,2.0,0.25,400,150,,,,,20,,,True,,,,,2.0,0.25,400,,,136.95
395,,,,2.0,1.5,800,350,,,,,24,,,False,,,,,2.0,1.5,800,,,237.6
396,,,,1.0,1.0,191,0,,,,,25,,,False,,,,,1.0,1.0,191,,,80.7
397,,,,0.5,0.25,1000,850,,,,,22,,,True,,,,,0.5,0.25,1000,,,327.15
398,,,,3.0,3.0,735,200,,,,,26,,,False,,,,,3.0,3.0,735,,,210.6
399,,,,5.0,0.25,2300,1300,,,,,26,,,False,,,,,5.0,0.25,2300,,,633.55
400,,,,4.0,3.0,1900,-100,,,,,25,,,False,,,,,4.0,3.0,1900,,,413.9
401,,,,7.0,1.5,1400,700,,,,,30,,,False,,,,,7.0,1.5,1400,,,394.8
402,,,,5.0,4.0,420,0,,,,,27,,,False,,,,,5.0,4.0,420,,,128.7
403,,,,1.5,1.5,700,800,,,,,26,,,False,,,,,1.5,1.5,700,,,263.5
404,,,,3.0,3.0,1900,700,,,,,26,,,False,,,,,3.0,3.0,1900,,,494.2
405,,,,3.1646325459317586,0.5,2000,200,,,,,37,,,False,,,,,10.0,0.5,2000,,,465.61646325459316
406,,,,3.0,3.0,1650,400,,,,,23,,,True,,,,,3.0,3.0,1650,,,414.2
407,,,,4.0,2.0,1500,0,,,,,27,,,False,,,,,4.0,2.0,1500,,,344.6
408,,,,3.1646325459317586,5.0,4000,300,,,,,33,,,False,,,,,10.0,5.0,4000,,,876.4164632545932
409,,,,3.0,1.0,1800,2300,,,,,25,,,False,,,,,3.0,1.0,1800,,,634.2
410,,,,3.1646325459317586,0.5,3500,300,,,,,39,,,False,,,,,10.0,0.5,3500,,,776.3164632545931
411,,,,9.0,0.5,1200,500,,,,,31,,,False,,,,,9.0,0.5,1200,,,336.1
412,,,,4.0,2.0,2500,1000,,,,,26,,,False,,,,,4.0,2.0,2500,,,645.0
413,,,,0.5,0.5,600,0,,,,,25,,,False,,,,,0.5,0.5,600,,,164.0
414,,,,8.0,1.7654267970401691,4300,800,,,,,29,,,False,,,,,8.0,0.0,4300,,,986.076542679704
415,,,,2.0,1.7654267970401691,2500,1000,,,,,21,,,True,,,,,2.0,0.0,2500,,,644.276542679704
416,,,,9.0,6.0,850,200,,,,,30,,,False,,,,,9.0,6.0,850,,,237.6
417,,,,3.0,2.0,280,290,,,,,29,,,False,,,,,3.0,2.0,280,,,130.6
418,,,,5.0,1.5,2000,300,,,,,27,,,False,,,,,5.0,1.5,2000,,,475.8
419,,,,5.0,2.0,3600,300,,,,,26,,,False,,,,,5.0,2.0,3600,,,795.9
420,,,,1.0,1.0,450,0,,,,,31,,,False,,,,,1.0,1.0,450,,,135.5
421,,,,7.0,0.5,3000,800,,,,,29,,,False,,,,,7.0,0.5,3000,,,726.5
422,,,,6.0,2.0,1700,0,,,,,29,,,False,,,,,6.0,2.0,1700,,,386.7
423,,,,3.0,2.0,1000,0,,,,,27,,,False,,,,,3.0,2.0,1000,,,246.0
424,,,,1.0,1.0,1100,300,,,,,23,,,False,,,,,1.0,1.0,1100,,,295.1
425,,,,7.0,7.0,1000,500,,,,,43,,,False,,,,,7.0,7.0,1000,,,299.6
426,,,,5.0,1.0,3700,300,,,,,26,,,False,,,,,5.0,1.0,3700,,,816.4
427,,,,3.1646325459317586,8.0,4500,300,,,,,57,,,False,,,,,10.0,8.0,4500,,,981.3164632545931
428,,,,4.0,1.5,2400,400,,,,,26,,,False,,,,,4.0,1.5,2400,,,566.5
429,,,,2.0,0.5,1615,1215,,,,,27,,,False,,,,,2.0,0.5,1615,,,490.6
430,,,,3.0,1.7654267970401691,2400,1100,,,,,27,,,False,,,,,3.0,0.0,2400,,,636.476542679704
431,,,,8.0,1.0,2400,0,,,,,30,,,False,,,,,8.0,1.0,2400,,,527.9
432,,,,2.0,2.0,303,0,,,,,25,,,False,,,,,2.0,2.0,303,,,107.1
433,,,,3.0,3.0,2200,400,,,,,23,,,False,,,,,3.0,3.0,2200,,,526.8
434,,,,5.0,4.0,3800,200,,,,,27,,,False,,,,,5.0,4.0,3800,,,827.9
435,,,,2.0,1.5,1000,200,,,,,28,,,False,,,,,2.0,1.5,1000,,,267.0
436,,,,5.0,0.25,3000,800,,,,,31,,,False,,,,,5.0,0.25,3000,,,727.75
437,,,,1.0,0.5,500,-500,,,,,28,,,False,,,,,1.0,0.5,500,,,96.8
438,,,,3.1646325459317586,1.7654267970401691,600,-400,,,,,40,,,False,,,,,10.0,10.0,600,,,130.29300593429718
439,,,,2.0,1.5,1700,900,,,,,24,,,False,,,,,2.0,1.5,1700,,,477.0
440,,,,2.0,0.5,1100,600,,,,,23,,,False,,,,,2.0,0.5,1100,,,326.8
441,,,,9.0,2.0,3600,0,,,,,28,,,False,,,,,9.0,2.0,3600,,,769.1
442,,,,7.0,5.0,3400,200,,,,,30,,,False,,,,,7.0,5.0,3400,,,749.6
443,,,,1.5,1.0,1000,600,,,,,24,,,False,,,,,1.5,1.0,1000,,,307.2
444,,,,3.0,3.0,1550,50,,,,,30,,,False,,,,,3.0,3.0,1550,,,363.6
445,,,,1.0,1.0,415,150,,,,,21,,,True,,,,,1.0,1.0,415,,,145.1
446,,,,6.0,1.0,2400,200,,,,,26,,,False,,,,,6.0,1.0,2400,,,548.6
447,,,,5.0,5.0,2000,300,,,,,25,,,False,,,,,5.0,5.0,2000,,,479.2
448,,,,3.1646325459317586,9.0,3500,500,,,,,35,,,False,,,,,10.0,9.0,3500,,,801.4164632545932
449,,,,1.5,1.5,600,300,,,,,23,,,False,,,,,1.5,1.5,600,,,197.8
450,,,,5.0,3.0,2000,0,,,,,37,,,False,,,,,5.0,3.0,2000,,,450.3
451,,,,6.0,3.0,2540,540,,,,,27,,,False,,,,,6.0,3.0,2540,,,611.6
452,,,,0.5,0.5,700,0,,,,,30,,,False,,,,,0.5,0.5,700,,,188.4
453,,,,2.0,2.0,800,0,,,,,21,,,False,,,,,2.0,2.0,800,,,208.2
454,,,,6.0,1.0,2800,300,,,,,28,,,False,,,,,6.0,1.0,2800,,,639.6
455,,,,1.5,0.25,1000,200,,,,,27,,,False,,,,,1.5,0.25,1000,,,268.55
456,,,,2.0,1.0,1800,700,,,,,28,,,False,,,,,2.0,1.0,1800,,,479.0
457,,,,5.0,2.0,1000,0,,,,,27,,,False,,,,,5.0,2.0,1000,,,249.8
458,,,,2.0,2.0,800,0,,,,,41,,,False,,,,,2.0,2.0,800,,,210.7
459,,,,3.0,3.0,1200,150,,,,,27,,,False,,,,,3.0,3.0,1200,,,304.8
460,,,,3.1646325459317586,1.7654267970401691,300,100,,,,,34,,,False,,,,,10.0,10.0,300,,,121.89300593429718
461,,,,5.0,1.7654267970401691,1600,350,,,,,32,,,False,,,,,5.0,0.0,1600,,,405.47654267970404
462,,,,1.5,1.5,730,400,,,,,30,,,False,,,,,1.5,1.5,730,,,235.8
463,,,,1.0,0.5,500,350,,,,,21,,,True,,,,,1.0,0.5,500,,,183.8
464,,,,4.0,1.5,2700,800,,,,,31,,,False,,,,,4.0,1.5,2700,,,670.6
465,,,,3.1646325459317586,5.0,3300,100,,,,,55,,,False,,,,,10.0,5.0,3300,,,724.3164632545931
466,,,,3.1646325459317586,2.0,2700,100,,,,,45,,,False,,,,,10.0,2.0,2700,,,602.8164632545931
467,,,,2.0,1.0,600,400,,,,,24,,,False,,,,,2.0,1.0,600,,,209.7
468,,,,7.0,1.0,3500,500,,,,,30,,,False,,,,,7.0,1.0,3500,,,801.4
469,,,,1.5,1.5,1500,1100,,,,,23,,,False,,,,,1.5,1.5,1500,,,459.8
470,,,,7.0,4.0,3750,0,,,,,27,,,False,,,,,7.0,4.0,3750,,,801.9
471,,,,0.25,0.25,300,0,,,,,23,,,False,,,,,0.25,0.25,300,,,109.5
472,,,,1.0,2.0,2800,1300,,,,,23,,,False,,,,,1.0,2.0,2800,,,740.1
473,,,,5.0,5.0,1700,150,,,,,29,,,False,,,,,5.0,5.0,1700,,,407.2
474,,,,3.0,1.0,2500,1500,,,,,34,,,False,,,,,3.0,1.0,2500,,,701.6
475,,,,3.0,3.0,900,200,,,,,23,,,False,,,,,3.0,3.0,900,,,251.0
476,,,,0.5,0.5,400,0,,,,,24,,,False,,,,,0.5,0.5,400,,,130.2
477,,,,2.0,1.0,1000,300,,,,,26,,,False,,,,,2.0,1.0,1000,,,280.9
478,,,,0.5,0.5,350,0,,,,,24,,,False,,,,,0.5,0.5,350,,,120.4
479,,,,0.25,0.25,400,0,,,,,21,,,True,,,,,0.25,0.25,400,,,130.2
480,,,,5.0,4.0,2500,200,,,,,27,,,False,,,,,5.0,4.0,2500,,,572.5
481,,,,3.1646325459317586,7.0,4300,300,,,,,28,,,False,,,,,10.0,7.0,4300,,,943.6164632545931
482,,,,4.0,1.5,2500,200,,,,,26,,,False,,,,,4.0,1.5,2500,,,571.9
483,,,,3.0,2.0,2250,100,,,,,27,,,False,,,,,3.0,2.0,2250,,,512.0
484,,,,1.0,1.7654267970401691,800,480,,,,,32,,,False,,,,,1.0,0.0,800,,,259.97654267970404
485,,,,1.5,0.5,800,500,,,,,28,,,False,,,,,1.5,0.5,800,,,261.7
486,,,,6.0,2.0,3400,350,,,,,32,,,False,,,,,6.0,2.0,3400,,,768.4
487,,,,2.0,1.5,1000,200,,,,,23,,,False,,,,,2.0,1.5,1000,,,271.7
488,,,,4.0,1.0,3500,300,,,,,29,,,False,,,,,4.0,1.0,3500,,,782.7
489,,,,2.0,0.5,620,100,,,,,21,,,True,,,,,2.0,0.5,620,,,185.6
490,,,,2.0,1.7654267970401691,2000,1300,,,,,34,,,False,,,,,2.0,0.0,2000,,,582.976542679704
491,,,,5.0,1.5,2800,300,,,,,25,,,False,,,,,5.0,1.5,2800,,,642.9
492,,,,3.1646325459317586,1.0,3500,0,,,,,34,,,False,,,,,10.0,1.0,3500,,,754.1164632545931
493,,,,9.0,7.0,3000,0,,,,,28,,,False,,,,,9.0,7.0,3000,,,655.3
494,,,,5.0,0.5,3500,300,,,,,28,,,False,,,,,5.0,0.5,3500,,,783.3
495,,,,1.0,0.5,200,0,,,,,24,,,False,,,,,1.0,0.5,200,,,92.2
496,,,,2.0,0.5,1100,750,,,,,26,,,False,,,,,2.0,0.5,1100,,,347.7
497,,,,3.0,0.5,2200,1600,,,,,23,,,False,,,,,3.0,0.5,2200,,,652.7
498,,,,3.0,0.5,1400,400,,,,,29,,,False,,,,,3.0,0.5,1400,,,373.4
499,,,,7.0,7.0,2600,1200,,,,,28,,,False,,,,,7.0,7.0,2600,,,695.5
500,,,,0.25,0.25,450,0,,,,,25,,,False,,,,,0.25,0.25,450,,,142.6
501,,,,3.1646325459317586,1.7654267970401691,4000,0,,,,,45,,,False,,,,,10.0,10.0,4000,,,857.0930059342973
502,,,,1.0,1.0,320,0,,,,,21,,,True,,,,,1.0,1.0,320,,,116.8
503,,,,3.0,0.5,800,200,,,,,23,,,False,,,,,3.0,0.5,800,,,233.3
504,,,,0.5,0.5,400,100,,,,,35,,,False,,,,,0.5,0.5,400,,,144.1
505,,,,5.0,1.5,1800,0,,,,,31,,,False,,,,,5.0,1.5,1800,,,414.9
506,,,,3.0,0.5,1200,200,,,,,31,,,False,,,,,3.0,0.5,1200,,,314.4
507,,,,5.0,0.5,1900,500,,,,,25,,,False,,,,,5.0,0.5,1900,,,484.3
508,,,,2.0,1.5,520,70,,,,,25,,,False,,,,,2.0,1.5,520,,,165.0
509,,,,1.0,1.0,460,75,,,,,37,,,False,,,,,1.0,1.0,460,,,154.5
510,,,,2.0,2.0,1000,500,,,,,25,,,False,,,,,2.0,2.0,1000,,,304.3
511,,,,3.1646325459317586,2.0,500,50,,,,,37,,,False,,,,,10.0,2.0,500,,,161.5164632545932
512,,,,6.0,0.5,3000,500,,,,,26,,,False,,,,,6.0,0.5,3000,,,705.1
513,,,,1.5,1.5,800,300,,,,,26,,,False,,,,,1.5,1.5,800,,,244.5
514,,,,4.0,1.5,392,71,,,,,24,,,False,,,,,4.0,1.5,392,,,140.4
515,,,,2.0,2.0,1138,500,,,,,25,,,False,,,,,2.0,2.0,1138,,,332.4
516,,,,3.0,3.0,3000,150,,,,,30,,,False,,,,,3.0,3.0,3000,,,670.8
517,,,,3.1646325459317586,4.0,3800,450,,,,,30,,,False,,,,,10.0,4.0,3800,,,861.8164632545931
518,,,,2.0,0.25,2200,1800,,,,,22,,,False,,,,,2.0,0.25,2200,,,674.45
519,,,,1.5,1.0,900,200,,,,,28,,,False,,,,,1.5,1.0,900,,,255.2
520,,,,3.0,2.0,1000,200,,,,,25,,,False,,,,,3.0,2.0,1000,,,275.5
521,,,,1.0,1.7654267970401691,825,300,,,,,35,,,False,,,,,1.0,0.0,825,,,250.976542679704
522,,,,1.5,1.5,800,200,,,,,23,,,False,,,,,1.5,1.5,800,,,235.1
523,,,,5.0,0.25,1100,400,,,,,35,,,False,,,,,5.0,0.25,1100,,,316.85
524,,,,1.0,1.0,600,400,,,,,24,,,False,,,,,1.0,1.0,600,,,215.2
525,,,,8.0,0.25,2900,200,,,,,29,,,False,,,,,8.0,0.25,2900,,,657.05
526,,,,2.0,1.0,1500,300,,,,,26,,,False,,,,,2.0,1.0,1500,,,385.8
527,,,,3.1646325459317586,1.5,4690,190,,,,,29,,,False,,,,,10.0,1.5,4690,,,1014.2164632545931
528,,,,1.5,0.25,550,100,,,,,30,,,False,,,,,1.5,0.25,550,,,176.15
529,,,,3.1646325459317586,1.7654267970401691,3450,0,,,,,35,,,False,,,,,10.0,10.0,3450,,,748.8930059342972
530,,,,3.0,0.5,760,360,,,,,25,,,False,,,,,3.0,0.5,760,,,244.2
531,,,,3.1646325459317586,1.7654267970401691,900,0,,,,,21,,,True,,,,,0.0,0.0,900,,,235.7930059342972
532,,,,9.0,1.7654267970401691,4500,1000,,,,,33,,,False,,,,,9.0,0.0,4500,,,1058.476542679704
533,,,,1.0,0.25,800,800,,,,,20,,,True,,,,,1.0,0.25,800,,,295.65
534,,,,3.0,3.0,800,150,,,,,27,,,False,,,,,3.0,3.0,800,,,232.3
535,,,,0.5,0.5,400,100,,,,,24,,,False,,,,,0.5,0.5,400,,,146.1
536,,,,4.0,0.5,2800,600,,,,,27,,,False,,,,,4.0,0.5,2800,,,677.2
537,,,,3.0,1.5,1400,200,,,,,26,,,False,,,,,3.0,1.5,1400,,,357.2
538,,,,2.0,1.0,1500,300,,,,,24,,,False,,,,,2.0,1.0,1500,,,386.8
539,,,,2.0,1.0,1500,500,,,,,27,,,False,,,,,2.0,1.0,1500,,,407.2
540,,,,5.0,1.5,1300,150,,,,,31,,,False,,,,,5.0,1.5,1300,,,333.4
541,,,,1.5,1.5,800,300,,,,,30,,,False,,,,,1.5,1.5,800,,,247.7
542,,,,3.1646325459317586,1.7654267970401691,1350,0,,,,,41,,,False,,,,,10.0,10.0,1350,,,330.7930059342972
543,,,,7.0,2.0,3000,200,,,,,30,,,False,,,,,7.0,2.0,3000,,,679.1
544,,,,2.0,0.5,1000,600,,,,,22,,,False,,,,,2.0,0.5,1000,,,317.1
545,,,,8.0,5.0,5500,200,,,,,36,,,False,,,,,8.0,5.0,5500,,,1180.7
